"Date","Description","Institution","Account","Category","Is Hidden","Is Pending","Amount"
"7/13/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($2.14)"
"7/13/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.32)"
"7/12/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($2.14)"
"7/12/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($4.34)"
"7/11/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.24)"
"7/11/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.56)"
"7/11/2024","GGLPAY WENDYS Q ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($3.56)"
"7/11/2024","GGLPAY WENDYS Q ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($6.49)"
"7/10/2024","AMEX SEND ADD MONEY","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($6)"
"7/9/2024","THRIFT BOOKS GLOBALTUKWILA WA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Books","No","No","($26.64)"
"7/8/2024","KWIK TRIP ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gas & Fuel","No","No","($10)"
"7/8/2024","GGLPAY CUB FOODS ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($37.19)"
"7/8/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($18.11)"
"7/8/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.17)"
"7/7/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.41)"
"7/6/2024","GGLPAY ANNUAL SBOSTON MA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($48.7)"
"7/6/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($9.61)"
"7/6/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.17)"
"7/5/2024","PAYPAL MICROSOFT WA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Electronics & Software","No","No","($8.58)"
"7/5/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($1.29)"
"7/5/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($4.34)"
"7/4/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($10.79)"
"7/4/2024","CUB FOODS ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($5.12)"
"7/3/2024","TAQUITOS","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Food","No","No","($3.21)"
"7/3/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.21)"
"7/2/2024","PAYPAL BURGER KING NE","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($5.41)"
"7/2/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($4.26)"
"7/2/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.26)"
"7/2/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.41)"
"7/1/2024","AMEX SEND ADD MONEY","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($5)"
"7/1/2024","AMAZON CORP SYF PAYMNT","Online Access - via Direct Web Access","Checking Account","Shopping","No","No","($38.82)"
"6/30/2024","GGLPAY MCDONALDS ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($6.48)"
"6/30/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.41)"
"6/29/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($7.08)"
"6/29/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.41)"
"6/28/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($4.26)"
"6/27/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.41)"
"6/23/2024","GGLPAY WENDYS Q ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($6.49)"
"6/23/2024","GGLPAY WENDYS Q ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($3.56)"
"6/22/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($3.06)"
"6/22/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($3.12)"
"6/22/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($6.48)"
"6/22/2024","WALMART SUPERCENTERROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Shopping","No","No","($3.11)"
"6/22/2024","WALMART SUPERCENTERROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Shopping","No","No","($61.24)"
"6/21/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($6.48)"
"6/21/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($2.71)"
"6/21/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.26)"
"6/18/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($4.26)"
"6/18/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($4.76)"
"6/17/2024","FITNEROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gym","No","No","($10.81)"
"6/17/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($6.37)"
"6/17/2024","KWIK TRIP","Capital One","Quicksilver","Fast Food & Convenience","No","No","($7.21)"
"6/16/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($7.98)"
"6/15/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($4.26)"
"6/14/2024","PAYPAL DOORDASH CA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Online Payment","No","No","($22.15)"
"6/10/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($12.09)"
"6/6/2024","PAYPAL MICROSOFT WA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Electronics & Software","No","No","($8.58)"
"6/4/2024","GGLPAY WENDYS Q ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($10.04)"
"6/4/2024","CUB FOODS INC","Capital One","Quicksilver","Groceries","No","No","($5.78)"
"6/3/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($5.91)"
"6/3/2024","GGLPAY SUBWAY ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($18.97)"
"6/3/2024","KWIK TRIP","Capital One","Quicksilver","Fast Food & Convenience","No","No","($2.37)"
"6/2/2024","GGLPAY WENDYS Q ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($6.38)"
"6/1/2024","PAYPAL EBAY US CA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Shopping","No","No","($3.81)"
"6/1/2024","PAYPAL EBAY US CA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Shopping","No","No","($4.3)"
"6/1/2024","PAYPAL EBAY US CA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Shopping","No","No","($6.15)"
"6/1/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($4.34)"
"6/1/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($6.76)"
"6/1/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($3.12)"
"5/31/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($6.76)"
"5/31/2024","GGLPAY WENDYS Q ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($8.54)"
"5/30/2024","PAYPAL BURGER KING NE","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($7.02)"
"5/30/2024","PHONE BILL","Capital One","Quicksilver","Phone, Internet & Cable","No","No","($107.94)"
"5/29/2024","TAQUITOS","Discover Credit Card - via Direct Web Access","3549","Food","No","No","($2.09)"
"5/28/2024","PAYPAL MICROSOFT WA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Online Payment","No","No","($4.28)"
"5/28/2024","GGLPAY WENDYS Q ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($3.02)"
"5/28/2024","GGLPAY WENDYS Q ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.54)"
"5/28/2024","GGLPAY WENDYS Q ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($5.42)"
"5/28/2024","GGLPAY SUBWAY ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($16.8)"
"5/28/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($6.36)"
"5/27/2024","GGLPAY WENDYS Q ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($6.38)"
"5/26/2024","GGLPAY WENDYS Q ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($10.69)"
"5/25/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.41)"
"5/25/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($8.63)"
"5/25/2024","GGLPAY SUBWAY ZUMBROTA MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($18.75)"
"5/24/2024","ZEFNET CHARGE MN","Discover Credit Card - via Direct Web Access","3549","Fees & Charges","No","No","($5)"
"5/24/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.67)"
"5/24/2024","A&W WINONA MN","Discover Credit Card - via Direct Web Access","3549","Alcohol & Bars","No","No","($14.38)"
"5/23/2024","GGLPAY WENDYS Q ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($5.3)"
"5/22/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.41)"
"5/21/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.41)"
"5/21/2024","ALDI ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Groceries","No","No","($14.03)"
"5/20/2024","GGLPAY FIVE GUYS MN ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($18.47)"
"5/20/2024","GGLPAY WENDYS Q ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($8.54)"
"5/20/2024","CULVERS OF ROCHESTER","Capital One","Quicksilver","Fast Food & Convenience","No","No","($11.77)"
"5/20/2024","WM SUPERCENTER","Capital One","Quicksilver","Shopping","No","No","($44.67)"
"5/19/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.77)"
"5/19/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($4.21)"
"5/19/2024","PAYPAL TIKTOK SHOP CA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Online Payment","No","No","($4.41)"
"5/17/2024","FITNEROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gym","No","No","($10.81)"
"5/17/2024","PAYPAL EBAY US CA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Shopping","No","No","($5.4)"
"5/17/2024","GGLPAY WENDYS Q ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($7.24)"
"5/17/2024","TAQUITOS","Discover Credit Card - via Direct Web Access","3549","Food","No","No","($4.99)"
"5/16/2024","PAYPAL EBAY US CA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Shopping","No","No","($4.1)"
"5/16/2024","GGLPAY STORE ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Merchandise/Misc","No","No","($2.6)"
"5/14/2024","GGLPAY COURTESY OF BONALASKA WI","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($1.07)"
"5/14/2024","GGLPAY COURTESY OF BONALASKA WI","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($3.77)"
"5/14/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.04)"
"5/14/2024","GOOGLE TESSIE CA","Discover Credit Card - via Direct Web Access","3549","Electronics & Software","No","No","($5.39)"
"5/13/2024","GGLPAY COURTESY OF BONALASKA WI","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($7.33)"
"5/13/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.21)"
"5/13/2024","THRIFT BOOKS GLOBALTUKWILA WA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Books","No","No","($19.32)"
"5/13/2024","CUB FOODS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Groceries","No","No","($17.76)"
"5/13/2024","TST DAIRY QUEEN ROCH","Capital One","Quicksilver","Fast Food & Convenience","No","No","($11.35)"
"5/12/2024","GGLPAY CUB FOODS ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($3.23)"
"5/12/2024","GGLPAY WENDYS Q ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($4.33)"
"5/12/2024","TESLA SUPERCHARGER US TESLA.COM CA","Discover Credit Card - via Direct Web Access","3549","Auto Service","No","No","($4.32)"
"5/11/2024","GGLPAY COURTESY OF BONALASKA WI","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($6.03)"
"5/11/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($4.34)"
"5/11/2024","GGLPAY HYVEE FOODS ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($1.6)"
"5/10/2024","GGLPAY KWIK TRIP ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($10)"
"5/10/2024","TAQUITOS","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Food","No","No","($1.61)"
"5/10/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($4.21)"
"5/10/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.77)"
"5/10/2024","AMZN MKTP US AMZN.COM BILLWA","Discover Credit Card - via Direct Web Access","3549","Shopping","No","No","($14.69)"
"5/9/2024","GGLPAY COURTESY OF BONALASKA WI","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($4.31)"
"5/9/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.21)"
"5/9/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($5.59)"
"5/8/2024","GGLPAY STORE ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Merchandise/Misc","No","No","($4.21)"
"5/8/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.29)"
"5/7/2024","GGLPAY CUB FOODS ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($7.78)"
"5/7/2024","GGLPAY WENDYS Q ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($7.57)"
"5/6/2024","GGLPAY STORE ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Merchandise/Misc","No","No","($3.77)"
"5/6/2024","GGLPAY COURTESY OF BONALASKA WI","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($4.21)"
"5/6/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($4.34)"
"5/6/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.21)"
"5/6/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.77)"
"5/5/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.71)"
"5/4/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($4.34)"
"5/4/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.21)"
"5/4/2024","MCDONALDS","Capital One","Quicksilver","Fast Food & Convenience","No","No","($7.68)"
"5/4/2024","ARBYS","Capital One","Quicksilver","Fast Food & Convenience","No","No","($11.49)"
"5/4/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($6.36)"
"5/3/2024","GGLPAY WENDYS Q ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($6.49)"
"5/2/2024","GGLPAY MCDONALDS DES MOIN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($6.42)"
"5/2/2024","GGLPAY HYVEE LAMONI IA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($6.41)"
"5/2/2024","TESLA SUPERCHARGER US TESLA.COM CA","Discover Credit Card - via Direct Web Access","3549","Auto Service","No","No","($11.88)"
"5/2/2024","TESLA SUPERCHARGER US TESLA.COM CA","Discover Credit Card - via Direct Web Access","3549","Auto Service","No","No","($13.32)"
"5/2/2024","SQ THE DAIRY CUP","Capital One","Quicksilver","Fast Food & Convenience","No","No","($19.96)"
"5/1/2024","HYVEE LAMONI LAMONI IA","Discover Credit Card - via Direct Web Access","3549","Groceries","No","No","($7.48)"
"4/30/2024","GOOGLE FI","Capital One","Quicksilver","Phone, Internet & Cable","No","No","($107.94)"
"4/29/2024","GGLPAY COURTESY OF BONALASKA WI","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($3.77)"
"4/29/2024","PAYPAL DOMINOS MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($35.19)"
"4/29/2024","THRIFT BOOKS GLOBALTUKWILA WA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Books","No","No","($14.14)"
"4/29/2024","TESLA SUPERCHARGER US TESLA.COM CA","Discover Credit Card - via Direct Web Access","3549","Auto Service","No","No","($8.64)"
"4/29/2024","KUM&GO DES MOIN DES MOINES IA","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($1.69)"
"4/29/2024","ARBYS DOWS IA","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($9.35)"
"4/29/2024","TESLA SUPERCHARGER US TESLA.COM CA","Discover Credit Card - via Direct Web Access","3549","Auto Service","No","No","($12.24)"
"4/28/2024","PAYPAL BURGER KING NE","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($4.95)"
"4/28/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($7.98)"
"4/26/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($5.45)"
"4/25/2024","GGLPAY WENDYS Q ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($5.41)"
"4/25/2024","CUB FOODS INC","Capital One","Quicksilver","Groceries","No","No","($10.82)"
"4/25/2024","WALMART","Capital One","Quicksilver","Shopping","No","No","($16.33)"
"4/24/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($4.34)"
"4/24/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.42)"
"4/24/2024","GGLPAY WENDYS Q ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($1.08)"
"4/24/2024","THRIFT BOOKS GLOBALTUKWILA WA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Books","No","No","($28.39)"
"4/24/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($2.16)"
"4/23/2024","GGLPAY COURTESY OF BONALASKA WI","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($1.07)"
"4/23/2024","GGLPAY COURTESY OF BONALASKA WI","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($1.61)"
"4/22/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.1)"
"4/22/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($4.26)"
"4/22/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($7.98)"
"4/22/2024","CHICKFILA","Capital One","Quicksilver","Fast Food & Convenience","No","No","($2.71)"
"4/21/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($4.75)"
"4/21/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.77)"
"4/21/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($7.98)"
"4/21/2024","GGLPAY WENDYS Q ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($7.46)"
"4/20/2024","WM SUPERCENTER","Capital One","Quicksilver","Shopping","No","No","($29.06)"
"4/19/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($7.98)"
"4/18/2024","GGLPAY WENDYS Q ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($6.38)"
"4/17/2024","FITNEROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gym","No","No","($10.81)"
"4/17/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($4.34)"
"4/17/2024","CULVERS OF ROCHESTER","Capital One","Quicksilver","Fast Food & Convenience","No","No","($7.56)"
"4/16/2024","GGLPAY WENDYS Q ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($7.14)"
"4/16/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($6.57)"
"4/16/2024","MN MC BALDWIN PHARMACY","Capital One","Quicksilver","Pharmacy","No","No","($78.52)"
"4/15/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($2.63)"
"4/14/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($6.37)"
